UserID,Name,Age,Gender,City,AccountType,AccountBalance,CreditScore,LastTransactionDate,MonthlyIncome,LoanStatus,CustomerSince,NumTransactions,AvgTransactionValue,HasCreditCard,ActiveSubscriptions,DigitalWalletUsage,HasInvestmentAccount
85428,Jennifer Daugherty,72,Male,Williamhaven,Savings,24055.1,619,2024-05-21,3077.11,Yes,2004,435,145.08,Yes,0,High,Yes
97882,Suzanne Leblanc,49,Other,New Michael,Savings,2860.59,743,2024-07-11,2097.67,Yes,2006,339,147.53,Yes,2,High,Yes
11083,Jennifer Clark,47,Other,Martinstad,Business,55806.97,364,2024-07-14,7593.92,No,2011,358,987.43,Yes,0,Medium,No
88003,Brittany Douglas,30,Other,New Travisview,Business,69812.92,333,2024-04-10,4729.48,No,2019,345,686.46,Yes,0,Low,No
73691,Kelly Simpson,52,Female,West Hannahhaven,Business,63194.48,519,2024-06-29,5641.04,Yes,2000,200,368.48,Yes,5,Medium,Yes
92886,Paul Zimmerman,25,Male,Lake Kendraberg,Current,16220.24,795,2024-01-20,4328.43,No,2006,375,262.66,Yes,2,High,No
51033,Mary Mooney,72,Female,North Tracy,Fixed Deposit,58878.6,784,2024-07-02,1961.49,No,2004,154,39.89,No,1,High,No
10513,Joshua Woods,35,Other,Jayfort,Business,86364.36,796,2024-01-02,3624.74,Yes,2023,345,21.85,Yes,4,Low,Yes
78583,Christopher Chapman,48,Other,Wattschester,Fixed Deposit,42650.26,837,2024-08-05,9918.85,Yes,2017,389,909.24,Yes,1,High,No
57314,Adrian Burnett,19,Female,Harriston,Current,55575.36,680,2024-02-29,7280.0,No,2006,377,240.31,Yes,3,Low,Yes
89892,Emily Charles,25,Male,Brianville,Savings,88334.09,569,2024-06-12,4410.6,No,2011,455,86.65,Yes,5,Low,Yes
22287,Robert Shelton,75,Female,Port Lori,Current,6341.44,356,2024-02-17,6012.5,Yes,2004,256,304.79,No,4,High,Yes
31131,Michael Gomez,30,Male,Robertstad,Current,70135.24,638,2024-08-15,1821.77,Yes,2001,123,107.84,No,0,Medium,Yes
59890,James Perry,57,Other,Ericaview,Current,50292.63,661,2024-04-24,5132.74,Yes,2006,47,326.25,Yes,3,Medium,No
81585,Raymond Schneider,52,Female,Lake Barry,Current,44476.65,508,2024-05-18,2985.31,No,2020,72,518.4,No,2,Low,No
95309,Linda Crawford,66,Other,Murphyland,Business,82105.15,791,2024-02-03,9056.47,No,2016,265,448.75,Yes,0,Low,Yes
92072,Bradley Donaldson,40,Male,New Jennifershire,Fixed Deposit,49405.4,593,2024-02-20,7720.59,Yes,2019,341,497.71,No,0,Low,Yes
73957,Benjamin Garcia,62,Other,New Jonathanbury,Business,91956.82,647,2024-01-27,7769.32,Yes,2009,425,727.03,Yes,2,Low,Yes
87310,Michele Smith,26,Male,Lake Robertland,Savings,91045.96,530,2024-05-12,4787.35,Yes,2010,408,499.47,Yes,0,Medium,Yes
46139,Mary Ward,21,Female,New Evelyn,Savings,85739.53,334,2024-04-22,4248.22,Yes,2017,37,445.8,No,1,Medium,No
67682,Nicole Lyons,27,Female,Williamton,Current,54574.87,639,2024-09-22,6397.85,No,2018,73,880.76,No,0,High,Yes
10822,Michelle Campbell,68,Other,New Teresafort,Savings,32562.7,819,2024-06-12,6069.3,Yes,2018,367,90.96,Yes,3,High,Yes
21555,Mike Jackson,46,Female,Jacobview,Business,93237.76,704,2024-10-05,5976.65,No,2018,299,225.42,Yes,4,Medium,No
45934,Hannah James,55,Other,East William,Current,80667.15,413,2024-05-02,9619.49,No,2010,218,331.64,No,1,Medium,No
84134,Betty Rowland,54,Female,Nunezborough,Savings,23458.14,317,2024-02-06,2186.02,Yes,2009,396,912.81,No,0,Low,Yes
32861,Lisa Gordon,59,Male,Paulside,Business,76261.81,753,2024-10-12,8280.4,Yes,2013,12,847.25,No,2,High,Yes
66662,Gabriella Campbell,40,Male,North Maxwellport,Current,69915.9,528,2024-10-09,7691.07,No,2002,61,304.82,No,0,Medium,Yes
82257,Richard Morgan,69,Other,New Brianna,Fixed Deposit,7192.61,793,2024-09-02,4036.02,No,2019,437,811.6,Yes,2,Medium,No
43040,Jeffery Smith,69,Male,Martinton,Business,5246.34,760,2024-04-21,9295.21,No,2018,155,547.89,No,4,High,No
84323,Amy Francis,46,Other,Turnershire,Current,29226.51,734,2024-05-13,6288.53,No,2015,432,591.62,No,5,High,Yes
95395,Brenda Spencer,32,Other,Port William,Fixed Deposit,64710.73,572,2024-01-19,7754.75,No,2018,146,745.83,No,1,Low,Yes
68868,Elizabeth Osborne,24,Female,Port Joseph,Savings,12562.27,712,2024-03-08,7878.25,No,2020,68,39.4,No,3,High,No
24544,David Scott,66,Other,East Michaelton,Fixed Deposit,73386.15,696,2024-09-15,9110.25,Yes,2022,480,647.06,No,0,High,Yes
35450,Kristi Combs,69,Female,New Lisaside,Fixed Deposit,95522.52,661,2024-05-11,2780.9,Yes,2010,13,578.9,Yes,4,Low,Yes
15765,Andrew Marsh,45,Female,Port Davidshire,Business,65369.52,395,2024-08-27,5493.3,No,2022,319,806.63,Yes,2,Medium,No
30315,Tony Thornton,19,Female,Ricebury,Fixed Deposit,40106.55,416,2024-11-22,5343.52,No,2003,13,896.58,Yes,1,Low,Yes
53356,Karen Caldwell,43,Female,South Dustin,Current,39456.8,461,2024-07-17,2018.01,No,2011,83,344.68,No,3,Medium,Yes
85630,Frank Williams,30,Other,Port Crystal,Fixed Deposit,57928.88,834,2024-02-03,8346.92,No,2006,150,43.01,Yes,2,Low,No
51959,Jacqueline Miller,51,Male,New Charles,Current,11238.57,533,2024-09-16,8363.93,Yes,2022,106,706.39,No,1,Medium,No
98206,Ryan Wheeler,27,Female,East Emily,Fixed Deposit,68013.29,669,2024-10-30,6893.92,No,2017,106,460.68,Yes,3,High,Yes
98982,Kayla Williams,58,Female,Andersonfurt,Business,84580.23,670,2024-05-09,2259.02,Yes,2010,247,693.61,No,2,High,No
21220,Cameron Kramer,75,Male,Gregorymouth,Fixed Deposit,19287.28,666,2024-06-26,4993.95,No,2006,159,783.02,No,0,Low,Yes
59852,Joseph Jimenez,73,Female,Kathleenmouth,Savings,83318.33,366,2024-04-15,1766.08,Yes,2003,227,460.71,Yes,1,Low,Yes
67758,Michelle Barnes,18,Other,East Peggymouth,Business,57367.53,363,2024-03-31,1149.06,Yes,2008,79,430.26,No,0,Low,Yes
48413,Brett Simpson,54,Female,North Eric,Business,17094.99,436,2024-08-05,9833.19,Yes,2000,137,298.88,Yes,0,Low,No
15756,Taylor Hutchinson,56,Other,Lake Jamestown,Current,16940.67,787,2024-04-20,5582.47,No,2007,52,39.82,No,0,High,No
41608,Megan Morgan,41,Female,Shannonfort,Business,11066.13,494,2024-03-04,6138.79,Yes,2004,449,292.62,No,1,High,Yes
29829,Christine Mendoza,44,Female,Port Richardtown,Fixed Deposit,43662.47,736,2024-04-13,9098.81,No,2003,146,617.43,Yes,3,Low,No
89888,Stephanie Alexander,18,Other,New Josephfort,Fixed Deposit,22194.48,579,2024-11-11,9673.93,Yes,2015,240,663.55,Yes,5,Medium,No
93900,Stephanie Shannon,22,Female,West Amberbury,Current,81920.87,737,2024-07-12,2311.99,No,2014,107,343.18,No,3,Low,No
86329,Erin Gould,36,Female,Johnsonside,Savings,63128.28,735,2024-11-22,9807.24,Yes,2008,247,311.44,No,3,Medium,No
76511,Dr. Jeffrey Ramos,40,Other,South Jason,Savings,74966.34,400,2024-03-02,8435.05,No,2018,329,814.66,No,5,Low,No
58179,Devon Thornton,69,Female,North Hannah,Fixed Deposit,62622.1,534,2024-07-17,3881.29,Yes,2021,367,408.54,Yes,4,Medium,Yes
59516,Paul Aguirre,29,Female,Lake Kellyside,Current,99768.94,588,2024-11-22,2563.31,No,2015,33,179.39,No,0,High,No
79512,Cassie Hall,63,Other,Mariaside,Savings,97261.64,810,2024-11-15,3323.04,Yes,2016,415,262.32,No,1,High,Yes
11120,Christopher Tran,72,Male,North Edwardmouth,Savings,80533.64,458,2024-03-05,3563.28,No,2007,487,791.53,No,0,High,No
48015,John Rollins,37,Other,Shannontown,Fixed Deposit,92191.91,818,2024-01-18,5418.59,Yes,2009,361,611.92,Yes,1,Medium,No
85069,Gerald Rivera,40,Female,Port Abigail,Business,8249.3,417,2024-06-22,4275.39,No,2023,424,506.9,Yes,1,Medium,Yes
92867,Jeremy Ryan,30,Female,Leslieport,Current,50846.02,791,2024-09-04,1849.18,Yes,2002,256,517.95,No,3,Low,Yes
97633,Thomas Parks,47,Male,Carolstad,Current,60187.28,659,2024-10-23,3202.03,No,2007,77,68.68,No,4,Medium,Yes
87591,Jacqueline Ho,43,Female,Lake Mark,Business,86216.64,757,2024-08-27,3812.73,Yes,2021,325,427.06,Yes,3,High,No
18773,Hunter Martin,34,Other,Lake Shawn,Business,56322.44,557,2024-07-19,1490.02,Yes,2001,367,418.63,Yes,5,Medium,Yes
73707,Tina Price,53,Female,New Greg,Current,78138.24,578,2024-10-25,5206.38,Yes,2017,345,455.07,Yes,2,Medium,No
82511,Joe Foster,74,Female,Reyesville,Savings,15958.74,507,2024-09-10,6304.4,No,2008,112,781.11,No,1,High,No
62006,Amber Miller MD,43,Female,Jordanstad,Fixed Deposit,71680.84,341,2024-11-16,4727.98,Yes,2001,162,788.55,Yes,1,Low,Yes
79669,Carolyn Paul,43,Male,Jamesfort,Business,31045.98,339,2024-03-08,7397.73,No,2006,12,839.14,Yes,1,High,Yes
35583,Robert Lee,36,Female,East Shawnmouth,Fixed Deposit,5370.26,485,2024-11-10,5078.78,Yes,2001,433,769.41,Yes,5,Medium,No
29127,Adam Jones,46,Male,West Derektown,Fixed Deposit,6310.43,606,2024-05-08,5602.41,No,2002,331,333.99,Yes,1,Medium,Yes
48814,Kayla Estrada,38,Male,Jonathanbury,Current,54981.24,444,2024-02-16,9368.98,Yes,2014,43,101.93,Yes,5,High,No
37188,Courtney Henderson,48,Other,Maynardstad,Current,72324.59,633,2024-01-16,9596.04,No,2021,38,636.84,No,4,High,Yes
11925,Gary Conner,59,Female,Lake Linda,Savings,6375.16,790,2024-09-22,8870.17,No,2006,479,673.43,No,3,High,Yes
65226,Gregory Smith,39,Other,Sanchezfurt,Business,18419.64,804,2024-07-22,5629.2,Yes,2003,416,972.83,Yes,1,High,Yes
45786,Scott Warren,40,Other,East Williamberg,Fixed Deposit,59419.65,841,2024-05-28,5860.61,Yes,2004,421,729.61,No,5,Medium,Yes
35532,Levi Pope,21,Male,East Lindsayborough,Savings,89913.1,738,2024-03-28,9684.68,No,2011,274,352.05,No,5,Low,No
20968,Daniel Chang,43,Male,New Michaelshire,Current,38725.27,337,2024-04-23,4335.38,Yes,2019,213,660.23,No,4,High,No
16288,David Gordon,22,Other,Port Stephenville,Current,41377.0,351,2024-06-03,9712.02,Yes,2011,76,915.46,No,3,Low,Yes
43670,Mackenzie Gutierrez,43,Other,Andersonburgh,Business,12661.91,365,2024-07-13,5494.44,No,2014,315,719.5,Yes,3,Medium,Yes
30233,Jamie Pope,36,Female,Vanessashire,Business,23360.94,392,2024-09-28,6394.43,No,2014,479,851.59,Yes,3,High,No
25050,Thomas Garcia,61,Other,Elizabethland,Savings,32348.14,672,2024-09-11,5457.8,Yes,2009,248,326.58,No,3,Medium,No
36238,Brittany Adams,45,Male,South Mariafort,Current,27696.71,464,2024-09-23,4074.13,No,2006,379,444.53,Yes,5,High,No
52555,Jacob Mccarty,49,Male,Richardburgh,Savings,71166.28,810,2024-08-24,8687.41,Yes,2022,103,128.09,Yes,0,Medium,Yes
65960,Lee Ramirez,32,Male,Wubury,Current,87614.25,488,2024-11-15,3063.97,Yes,2006,242,523.31,No,4,Medium,No
18454,Adam Allen,49,Female,Waltonmouth,Current,680.82,729,2024-01-29,1184.97,No,2019,398,677.71,No,4,High,Yes
24791,Blake Todd,57,Other,Hollyland,Savings,38670.18,829,2024-06-15,2182.12,No,2001,297,779.57,No,2,Low,Yes
95230,Chad Lam,31,Male,New April,Business,34215.67,630,2024-01-28,6614.42,No,2013,18,839.85,No,3,Low,Yes
42350,Carrie Arellano,36,Female,Davidmouth,Current,58699.02,711,2024-06-28,1275.36,Yes,2023,21,775.54,Yes,2,Medium,No
86201,Ryan Robinson,64,Other,East Michelle,Fixed Deposit,77338.12,306,2024-07-09,3485.15,Yes,2011,330,58.46,Yes,5,High,No
16601,Terry Williamson,67,Male,Huberport,Business,78417.01,562,2024-07-20,3509.59,No,2010,359,31.79,No,4,Low,Yes
29895,Michael Reeves,63,Male,West Cynthialand,Current,42329.8,526,2024-10-12,7474.53,Yes,2009,225,242.12,No,3,Medium,No
81378,Scott Brooks,31,Female,North Mariahborough,Business,20210.06,791,2024-10-31,1836.44,Yes,2000,478,427.15,No,4,High,Yes
34571,Adrienne Smith,40,Other,Matthewside,Savings,26274.84,582,2024-09-06,5403.6,Yes,2015,206,897.23,No,2,Medium,No
80969,Krystal Pitts,24,Female,New Angela,Savings,42297.9,690,2024-05-15,3312.58,Yes,2022,70,794.86,No,5,High,Yes
72499,Johnathan Taylor,53,Female,Georgeshire,Business,47027.13,631,2024-08-01,4794.98,Yes,2003,86,129.07,Yes,2,High,Yes
78547,Katelyn Lawson,26,Male,Bowmanbury,Savings,66661.98,781,2024-07-02,9579.73,No,2016,281,319.72,Yes,5,Medium,No
69656,David Lee,57,Other,North Jacobshire,Fixed Deposit,33860.08,472,2024-07-10,2849.01,No,2007,92,240.33,No,4,Medium,No
85291,Tricia Matthews,45,Other,Clarkfort,Fixed Deposit,2544.83,337,2024-09-11,9001.27,No,2001,168,243.86,No,3,Low,No
23319,Thomas Jones,19,Male,Melanieside,Fixed Deposit,31417.92,731,2024-08-03,7501.62,Yes,2004,328,627.83,No,0,Medium,Yes
76606,Angelica Dawson,54,Female,Michaelchester,Business,44653.14,743,2024-07-26,4574.2,Yes,2021,235,567.0,No,2,Medium,No
89151,Briana Gonzalez,31,Female,West James,Fixed Deposit,93520.41,614,2024-11-09,8535.57,Yes,2014,80,675.96,Yes,0,Low,No
62830,Jeffrey Fowler,18,Female,Moralesport,Savings,33015.02,313,2024-06-07,5879.36,Yes,2000,475,641.53,Yes,0,Medium,Yes
77631,James Clark,27,Female,Port Mark,Business,87599.82,301,2024-09-04,1151.58,No,2023,377,50.02,No,5,Medium,No
63790,Charles Williams,59,Other,Brendaview,Fixed Deposit,54052.17,809,2024-03-16,6039.72,No,2004,486,528.38,Yes,3,Medium,No
94796,Theresa Buchanan,64,Other,New Stephanieside,Current,20345.22,414,2024-04-28,6770.23,Yes,2018,283,262.9,Yes,4,Low,Yes
44125,Michael Bradley,27,Other,Brittanyland,Business,77555.29,615,2024-01-05,1945.39,Yes,2018,106,965.89,Yes,3,Medium,Yes
84620,Robert Hernandez,74,Female,Bautistaborough,Business,10285.05,384,2024-10-02,4591.45,Yes,2023,470,809.46,No,5,Medium,No
60816,Melinda Gibson,73,Female,West Cheryl,Business,21163.01,673,2024-09-09,4568.42,No,2006,24,697.05,Yes,3,Medium,Yes
35651,Brandi Jacobs,24,Male,Millerton,Business,20941.07,527,2024-01-17,1411.44,No,2006,89,997.78,Yes,2,Medium,Yes
71473,John Anderson,43,Other,New Aprilstad,Business,35892.5,615,2024-03-12,8656.85,Yes,2022,311,817.84,No,3,High,Yes
17502,Barbara Hunt,33,Other,North Charlesside,Savings,82457.46,436,2024-03-18,7062.63,Yes,2003,308,339.86,Yes,0,High,No
63813,Christopher Mahoney,74,Female,New Destiny,Business,57274.38,455,2024-08-02,2145.48,No,2023,107,776.04,Yes,5,Medium,Yes
19225,Adam Wolfe,29,Other,New Sergioton,Business,53332.57,407,2024-02-03,3162.5,No,2018,449,875.11,No,4,High,No
68263,Gabriela Baker,47,Female,West Denisestad,Current,84340.22,430,2024-01-23,7892.05,No,2002,204,47.02,Yes,0,High,Yes
16282,Rachael Torres,34,Other,Delgadomouth,Fixed Deposit,48865.78,732,2024-01-08,5906.81,Yes,2010,396,105.67,No,4,Medium,No
27313,Omar Costa,64,Male,Lake Richard,Savings,38404.34,734,2024-01-08,9019.68,Yes,2001,34,549.12,No,5,High,No
22894,Evan Gutierrez,63,Other,East Brandyhaven,Savings,3057.64,333,2024-03-08,5673.57,Yes,2013,213,143.78,Yes,4,Medium,No
59734,Ashley Johnson,38,Female,Port Ronaldfort,Business,15985.14,751,2024-08-31,2522.73,Yes,2023,155,853.86,Yes,0,Low,Yes
90899,James Richard,61,Male,East Brookeburgh,Current,9574.95,818,2024-09-14,4046.57,No,2001,47,916.42,Yes,1,Medium,No
52276,Tim Jimenez,57,Male,East Stevenview,Business,85894.05,474,2024-08-03,9937.23,Yes,2017,384,395.79,No,2,High,No
79901,Amber Wilson,57,Male,New Michellechester,Current,22504.72,408,2024-03-19,4312.71,Yes,2008,356,743.4,No,1,High,No
28180,Justin Lewis,67,Male,Port David,Business,15685.49,713,2024-02-06,5970.4,Yes,2013,240,226.57,Yes,4,High,Yes
41202,Joseph Wright,75,Other,Brownville,Business,33887.58,479,2024-08-12,4027.06,Yes,2014,279,671.99,Yes,1,High,No
38086,Mitchell Franco,27,Male,Kelleybury,Current,49818.81,338,2024-04-05,2926.96,No,2003,437,102.08,No,2,Medium,No
95897,Edward Brooks,56,Male,Kaylachester,Fixed Deposit,80381.44,737,2024-07-11,4466.35,Yes,2014,128,295.43,Yes,2,Low,Yes
51417,Erica Mitchell,74,Male,Fitzpatrickberg,Savings,71007.87,754,2024-08-22,6736.32,Yes,2017,286,123.97,No,3,Low,Yes
11835,Lori Torres,45,Female,Lake Johnmouth,Business,54485.41,765,2024-09-03,9297.1,No,2006,296,846.14,No,1,Medium,Yes
64410,Kristin Carter,52,Male,Lake Sean,Fixed Deposit,32244.55,597,2024-08-22,9014.01,No,2007,22,487.12,Yes,3,Low,Yes
57630,Elizabeth Bailey,18,Female,Davidmouth,Savings,13090.9,547,2024-03-14,9985.02,No,2016,440,959.91,Yes,2,Low,Yes
93012,James White,65,Other,Jamesburgh,Fixed Deposit,5063.54,723,2024-08-12,6007.39,No,2002,90,625.98,No,3,High,Yes
93976,Valerie Chapman,25,Other,Janetfort,Business,44506.05,595,2024-02-18,6676.68,No,2021,389,44.16,No,4,Low,No
12158,Joan Mann,63,Female,Jacksonside,Fixed Deposit,98277.76,848,2024-10-24,5074.25,No,2002,319,554.28,No,3,Medium,Yes
32891,Michelle Flores,70,Female,Ryanmouth,Current,45944.82,577,2024-03-04,5759.68,Yes,2011,197,422.09,No,0,Medium,No
92940,Katrina Schneider,51,Other,New Kristinaport,Fixed Deposit,34752.76,410,2024-04-11,6424.98,No,2005,198,842.37,No,0,Medium,No
81039,Roberto Castillo,64,Other,South Rose,Current,15982.36,843,2024-03-15,2825.42,No,2004,426,303.61,No,4,High,Yes
17509,April Collins,49,Other,Jacksonville,Savings,85775.05,644,2024-09-13,8207.72,Yes,2011,350,16.36,Yes,1,Medium,No
39891,Edward Williams,74,Male,West Robert,Savings,70077.27,558,2024-08-04,7660.12,Yes,2014,205,135.62,Yes,0,Medium,No
51214,Ivan Johnson,34,Other,New Stephen,Savings,15500.79,561,2024-09-06,7946.46,Yes,2006,349,802.51,Yes,0,High,Yes
15373,Mrs. Jessica Howard,51,Female,Bakerfurt,Fixed Deposit,704.3,729,2024-06-18,9772.08,No,2008,324,26.73,No,1,High,Yes
24975,Joanne Tran,68,Other,Hughesborough,Current,34089.97,726,2024-04-15,9411.41,No,2019,472,913.89,Yes,2,Low,No
74347,Monica Sherman,51,Female,North Mark,Current,95026.19,845,2024-10-09,7389.97,No,2023,428,312.07,No,2,Medium,No
59185,Jeffery Quinn,38,Male,Warrenside,Business,12052.92,626,2024-09-27,3685.97,Yes,2013,340,832.57,No,0,Low,No
72120,Kelly Harper,65,Male,Johnsonchester,Current,1927.01,588,2024-05-09,2176.0,No,2016,171,662.92,Yes,5,Low,Yes
61355,Jacqueline Guerra,59,Female,South Brandonhaven,Current,20886.13,582,2024-03-16,5959.77,Yes,2013,489,697.39,Yes,1,High,No
59081,Diana Ramos,51,Male,Fisherfurt,Savings,70767.65,701,2024-05-20,2521.17,Yes,2006,154,747.85,Yes,2,Medium,No
18245,Jasmine Green,57,Other,Rangelhaven,Fixed Deposit,6606.5,797,2024-04-25,7119.47,No,2011,80,499.03,No,1,Low,No
46007,Jennifer Cox,54,Female,Holmesfort,Savings,55522.23,621,2024-03-18,3967.48,No,2021,410,836.67,Yes,1,Medium,No
18091,Debra Williams,24,Other,New Matthewton,Current,55448.65,459,2024-11-09,1766.98,Yes,2010,206,143.6,No,2,Low,Yes
85407,Tina Arnold,71,Female,South Eric,Business,42694.33,690,2024-11-12,8986.33,Yes,2018,456,387.63,Yes,0,High,No
22694,Cynthia Mcdaniel,31,Other,West Michael,Savings,88925.51,498,2024-08-12,2415.69,Yes,2013,396,166.99,No,1,High,Yes
67349,Stacie Mendez,26,Male,Ianland,Savings,58330.19,805,2024-05-15,8367.58,Yes,2014,201,656.27,No,3,High,No
77844,Steven Andrews,30,Other,Port Josephton,Savings,23291.1,747,2024-06-15,1219.08,No,2009,340,718.83,Yes,1,Low,No
52245,Michael Wise,66,Male,Mccarthyland,Current,48557.52,484,2024-08-31,5694.3,No,2008,285,205.81,No,4,Low,Yes
93531,Glenda Barrett,61,Female,Emilystad,Fixed Deposit,2449.54,738,2024-04-10,1714.88,No,2016,130,266.0,No,2,High,Yes
19048,Kenneth Aguirre,66,Female,Sandraport,Business,72149.5,431,2024-11-01,2355.95,No,2010,401,410.38,No,5,Medium,Yes
70985,Denise Gonzalez,51,Female,Lake Stephenchester,Current,27319.32,444,2024-01-13,2635.71,No,2015,273,719.95,Yes,1,Medium,No
86301,Aaron Foster,45,Female,Barnesville,Current,6799.72,674,2024-10-20,8291.54,Yes,2021,105,242.04,No,5,Low,Yes
41687,Matthew Levy,34,Male,Juanberg,Savings,40319.58,479,2024-05-27,9452.88,No,2022,142,863.08,Yes,5,High,Yes
47772,Shirley Baxter,62,Other,East Ericashire,Fixed Deposit,11819.59,334,2024-07-02,5283.21,Yes,2016,18,383.93,Yes,5,Medium,Yes
58153,Linda Lewis,69,Other,South Jeffery,Savings,83041.26,446,2024-08-31,3282.54,No,2012,313,642.56,No,2,Low,Yes
23551,Michael Nichols,34,Female,Justinberg,Savings,41625.96,505,2024-01-30,6427.81,Yes,2005,252,147.1,Yes,3,Low,Yes
29655,Cody Vaughn,74,Other,Port Markton,Current,615.46,772,2024-04-26,5100.53,No,2023,44,437.8,No,5,High,No
57021,Sarah Gallegos,68,Female,Andrewmouth,Savings,79274.58,830,2024-09-05,5897.56,Yes,2018,412,900.76,Yes,3,Low,No
61461,David Morgan,67,Male,Adamport,Savings,12009.07,665,2024-07-25,1948.44,Yes,2018,406,501.41,No,4,Low,Yes
87233,April Grant,25,Female,Goodmanmouth,Fixed Deposit,62612.12,711,2024-11-02,6125.46,No,2014,83,528.39,Yes,3,High,No
75667,Wanda Hobbs,41,Other,Lake Lisa,Current,93755.04,668,2024-08-31,8335.8,Yes,2023,405,286.16,Yes,5,High,Yes
62452,Jasmine Huber,67,Other,New Michelle,Current,30550.74,705,2024-01-25,9980.58,No,2007,90,118.13,No,2,Low,No
85213,Evan Alvarez,70,Male,Garciaburgh,Business,73790.28,321,2024-10-15,8931.53,Yes,2004,46,141.84,No,4,High,Yes
37423,David Davis,61,Male,Fieldsmouth,Fixed Deposit,66199.25,318,2024-08-29,6194.29,No,2012,209,300.07,Yes,3,Medium,No
35946,Ian Thompson,42,Female,Lake Gregoryport,Savings,2303.88,343,2024-11-22,3166.07,Yes,2004,79,500.86,No,1,High,Yes
34123,Richard Fields,51,Male,West Christine,Business,78207.84,555,2024-02-01,9353.47,No,2000,329,375.67,Yes,0,High,No
88525,Scott Orr,47,Other,Williamstown,Fixed Deposit,72717.45,510,2024-11-18,2052.8,Yes,2015,70,482.95,No,2,Medium,Yes
97201,Shane Butler,75,Female,Jennifershire,Current,82772.83,719,2024-02-18,5693.22,No,2020,355,101.19,Yes,1,Medium,No
51121,Maria Wagner,70,Female,Port Allisonton,Fixed Deposit,2530.93,694,2024-01-25,1616.33,Yes,2022,253,622.15,Yes,1,High,No
88879,John Harrell,28,Male,West Angelica,Current,7516.24,304,2024-04-08,6460.31,No,2022,343,993.87,No,1,High,No
18951,Amanda Brown,25,Male,Angelaport,Savings,6675.53,318,2024-02-16,4712.21,Yes,2008,44,446.85,No,5,Medium,Yes
93068,Vicki Smith,74,Female,Lake Taraview,Fixed Deposit,60658.89,562,2024-10-17,7478.42,Yes,2005,429,587.87,No,1,High,Yes
31504,Angelica Woods,30,Other,West Dawn,Business,11148.63,437,2024-08-03,6414.56,Yes,2012,315,456.06,Yes,5,High,No
44272,Patricia Maxwell,62,Other,New Emilymouth,Savings,72909.53,608,2024-10-03,8430.34,Yes,2011,205,868.62,Yes,1,Medium,No
38763,April Hansen,73,Female,West Kennethstad,Savings,8962.97,490,2024-03-24,1620.68,Yes,2003,391,685.44,Yes,5,High,No
10140,Scott Gonzalez,31,Other,Raystad,Business,99992.59,443,2024-04-05,9166.78,Yes,2003,100,760.7,Yes,1,Low,Yes
15148,Juan Collins,55,Female,New Andrewtown,Fixed Deposit,90957.09,802,2024-01-16,7722.9,No,2022,233,101.69,No,4,High,Yes
57109,Timothy Hull,73,Female,Morganfort,Business,76599.41,729,2024-04-23,2897.07,Yes,2002,401,289.95,Yes,3,Low,Yes
33188,Bradley Potter,32,Other,Angelamouth,Savings,81146.31,589,2024-04-11,8269.0,No,2002,163,414.65,Yes,2,Low,No
20452,Jeffrey Holt,37,Other,Bethbury,Business,52622.63,680,2024-03-21,1787.47,Yes,2001,335,164.73,Yes,2,High,No
66904,Desiree Atkinson DVM,64,Female,Callahanstad,Current,73449.55,419,2024-08-26,9600.97,Yes,2002,326,385.25,No,0,Medium,Yes
65906,Leah King,75,Male,Port Rachelfort,Current,3267.76,377,2024-02-02,4063.21,Yes,2023,325,210.0,No,3,High,No
78075,Erin Williams,29,Other,East Richardton,Current,62856.65,562,2024-02-19,2855.27,Yes,2001,441,213.4,Yes,1,High,No
86039,Nathaniel Black,51,Other,Boydmouth,Savings,65396.79,561,2024-07-14,5496.08,No,2017,377,288.12,No,3,High,Yes
92980,Paul Warren,33,Other,Obrienland,Current,18493.57,364,2024-03-30,7938.13,No,2017,365,228.2,No,3,Medium,No
73032,Megan Harris,43,Male,New Jesse,Fixed Deposit,91553.44,575,2024-06-19,8718.21,No,2002,373,951.01,Yes,4,Medium,No
76781,Jack Curtis,42,Female,New Madison,Fixed Deposit,93750.86,483,2024-07-20,8861.33,Yes,2012,314,314.91,Yes,2,Low,Yes
83026,Mr. Brett Anderson Jr.,32,Male,Booneberg,Fixed Deposit,15198.91,616,2024-06-30,4109.98,No,2013,305,374.01,No,0,Low,No
66165,Hayden Short,57,Female,East Lauren,Business,46808.75,452,2024-06-13,2429.75,No,2000,381,701.22,No,3,Medium,No
62709,John Foster,65,Other,Karenfurt,Current,96324.11,745,2024-07-02,2114.52,No,2017,348,679.76,Yes,0,High,Yes
69133,Janet Miller,33,Other,Jonesland,Fixed Deposit,37692.94,324,2024-03-28,5660.29,No,2010,317,665.16,Yes,2,Medium,No
81926,Nicole Bryant,48,Male,Bradleyshire,Savings,70578.67,831,2024-03-07,3591.7,Yes,2016,364,452.06,No,2,Low,Yes
58015,Erin Holt,22,Male,Cooperhaven,Savings,43144.13,450,2024-02-21,5206.86,No,2021,109,993.53,Yes,2,High,Yes
91695,Aaron Faulkner,49,Female,Port Jeff,Current,10627.8,776,2024-04-08,5699.12,Yes,2016,146,701.86,Yes,3,Low,Yes
60107,John Compton,72,Other,Nicholsstad,Fixed Deposit,63496.29,310,2024-04-22,8811.51,Yes,2006,188,865.18,No,2,Medium,No
